"job_group","badge","company_name","title","deadline","address_main","address_total","experience","education","employment_type","salary","tech_stack","createdAt","crawledAt","url","description"
"Python, 머신러닝, 모델링, AI(인공지능), SAS 외                    수정일 24/12/11","기획·전략 지원 TOP100","롯데손해보험(주)","신입사원 채용공고(데이터모델링)","~ 12/19(목)","서울  중구","서울  중구","신입","대졸↑","정규직","","Python, 머신러닝, 모델링, AI(인공지능), SAS","2024-12-17T10:40:04.534Z","2024-12-17T10:40:04.534Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49567680&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, Linux, 빅데이터 외                    등록일 24/12/16","연봉상승률 15% 이상","(주)프람트테크놀로지","[프람트테크놀로지] 소프트웨어 개발분야 계약직 사원모집","~ 01/15(수)","서울  강남구","서울  강남구","경력무관","대졸↑","계약직","","Python, C++, Java, Linux, 빅데이터","2024-12-17T10:40:04.534Z","2024-12-17T10:40:04.534Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49598747&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, Linux, 빅데이터 외                    등록일 24/12/16","연봉상승률 15% 이상","(주)프람트테크놀로지","[프람트테크놀로지] 소프트웨어 개발분야 정규직 신입사원 채용","~ 01/15(수)","서울  강남구","서울  강남구","신입","대졸↑","정규직·계약직","","Python, C++, Java, Linux, 빅데이터","2024-12-17T10:40:07.847Z","2024-12-17T10:40:07.847Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49598677&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 솔루션, 머신러닝, 빅데이터 외                    등록일 24/12/17","오늘 뜬","(주)앰진","(주)앰진 IT 백엔드 신입·경력 채용공고","~ 12/23(월)","서울  송파구","서울  송파구","신입·경력","대졸↑","정규직","","Python, Java, 솔루션, 머신러닝, 빅데이터","2024-12-17T10:40:07.848Z","2024-12-17T10:40:07.848Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49601894&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, Java, 웹개발, 백엔드/서버개발 외                    등록일 24/12/06","IT개발·데이터 지원 TOP100","알디에스(주)","알디에스(오뚜기IT자회사) IT (웹)운영개발 사원모집","~ 12/22(일)","서울  강남구","서울  강남구","신입","대졸↑","정규직","3,800 만원","Python, C++, Java, 웹개발, 백엔드/서버개발","2024-12-17T10:40:07.849Z","2024-12-17T10:40:07.849Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49540716&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, 딥러닝, 머신러닝, Linux 외                    등록일 24/12/02","IT개발·데이터 스크랩 급상승","㈜리버트론","[정규직] 소프트웨어 개발","~ 12/31(화)","서울  영등포구","서울  영등포구","경력무관","대졸↑","정규직","","Python, C++, 딥러닝, 머신러닝, Linux","2024-12-17T10:40:07.850Z","2024-12-17T10:40:07.850Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505366&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, 웹개발, 백엔드/서버개발, 퍼블리셔, 프론트엔드 외                    등록일 24/12/17","취업축하금","(주)두다지","불법 저작권 모니터링 시스템 개발 및 운영","~ 01/15(수)","서울  관악구","서울  관악구","신입·경력","대졸↑","정규직","","Python, 웹개발, 백엔드/서버개발, 퍼블리셔, 프론트엔드","2024-12-17T10:40:07.851Z","2024-12-17T10:40:07.851Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49606240&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, AWS, 솔루션, 빅데이터, 웹개발 외                    수정일 24/12/16","디자인 조회 TOP100","(주)나라스페이스테크놀로지","[NARA SPACE] 각 부문별 직원모집","상시채용","서울  영등포구","서울  영등포구","신입·경력","초대졸↑","정규직","","Python, AWS, 솔루션, 빅데이터, 웹개발","2024-12-17T10:40:07.852Z","2024-12-17T10:40:07.852Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49394069&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, 딥러닝, AWS, 솔루션 외                    등록일 24/12/09","IT개발·데이터 지원 급상승","(주)인티그리트","[지능형 로보틱스 플랫폼] AI 플랫폼,디바이스S/W, 펌웨어 개발","~ 01/08(수)","서울  강남구","서울  강남구","경력무관","학력무관","정규직","","Python, C++, 딥러닝, AWS, 솔루션","2024-12-17T10:40:07.853Z","2024-12-17T10:40:07.853Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49556133&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, Java, 솔루션, 머신러닝 외                    수정일 24/11/01","교육 지원 TOP100","한국폴리텍대학 광명융합기술교육원","데이터분석/바이오/설계/AR/VR/전기 취업연계 교육생 모집","~ 12/31(화)","경기전체","경기전체","경력무관","초대졸↑","교육생","","Python, C++, Java, 솔루션, 머신러닝","2024-12-17T10:40:07.854Z","2024-12-17T10:40:07.854Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49188717&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Linux, 임베디드, 펌웨어, H/W 외                    수정일 24/12/16","Pre A 투자유치","(주)메디코슨","2025년 상반기 각 부문 채용","~ 12/31(화)","강원  원주시","강원  원주시","신입·경력","학력무관","정규직","","Python, Linux, 임베디드, 펌웨어, H/W","2024-12-17T10:40:07.855Z","2024-12-17T10:40:07.855Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409227&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, 웹개발, 데이터분석가, 데이터엔지니어, 백엔드/서버개발 외                    수정일 24/12/17","고객상담·TM 지원 TOP100","법무법인와이케이","[국내TOP7로펌/법무법인YK] 강남본사 송무직, 상담실장직 채용","~ 12/26(목)","서울  강남구","서울  강남구","신입·경력","학력무관","정규직","","Python, 웹개발, 데이터분석가, 데이터엔지니어, 백엔드/서버개발","2024-12-17T10:40:07.856Z","2024-12-17T10:40:07.856Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49278685&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, AWS, 웹개발, 백엔드/서버개발 외                    수정일 24/11/21","평균연봉 상위 10%","법무법인와이케이","[국내TOP7로펌/법무법인YK] 강남본사 프론트엔드/ 백엔드 개발담당자 채용","~ 12/20(금)","서울  강남구","서울  강남구","신입·경력","학력무관","정규직","","Python, Java, AWS, 웹개발, 백엔드/서버개발","2024-12-17T10:40:07.857Z","2024-12-17T10:40:07.857Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49445132&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 솔루션, 머신러닝, 웹개발 외                    수정일 24/12/09","IT개발·데이터 지원 TOP100","(주)티오이십일콤즈","2024년 웹 개발 부문 공고","~ 02/07(금)","서울  구로구","서울  구로구","신입·경력","초대졸↑","정규직","","Python, Java, 솔루션, 머신러닝, 웹개발","2024-12-17T10:40:07.858Z","2024-12-17T10:40:07.858Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49552352&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, 빅데이터, 데이터분석가, 데이터엔지니어 외                    수정일 24/12/09","시리즈B 투자유치","(주)페이타랩","[600만명이 선택한 패스오더] '그로스마케터(그로스해커)' 채용","~ 01/08(수)","서울  강남구","서울  강남구","경력무관","학력무관","정규직","","Python, C++, 빅데이터, 데이터분석가, 데이터엔지니어","2024-12-17T10:40:07.859Z","2024-12-17T10:40:07.859Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49554043&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, 솔루션, 백엔드/서버개발, SE(시스템엔지니어) 외                    수정일 24/12/09","인기있는","(주)테솔로","로봇/로보틱스 S/W 엔지니어 모집(인턴/신입/경력/전문연구요원)","~ 12/31(화)","경기  광명시","경기  광명시","신입·경력","대졸↑","정규직·인턴직","","Python, C++, 솔루션, 백엔드/서버개발, SE(시스템엔지니어)","2024-12-17T10:40:07.860Z","2024-12-17T10:40:07.860Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472136&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, 솔루션, 알고리즘, 임베디드, 펌웨어 외                    수정일 24/12/09","인기있는","(주)테솔로","로봇/로보틱스 임베디드 엔지니어(인턴/신입/경력/전문연구요원)","~ 12/31(화)","경기  광명시","경기  광명시","신입·경력","대졸↑","정규직·인턴직","","Python, 솔루션, 알고리즘, 임베디드, 펌웨어","2024-12-17T10:40:07.861Z","2024-12-17T10:40:07.861Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472130&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, AWS, 웹개발, 백엔드/서버개발 외                    등록일 24/12/04","취업축하금","(주)와이톤","주니어 백엔드 개발자 채용 (신입 / 경력)","~ 01/03(금)","서울  강남구","서울  강남구","신입·경력","초대졸↑","정규직","","Python, Java, AWS, 웹개발, 백엔드/서버개발","2024-12-17T10:40:07.862Z","2024-12-17T10:40:07.862Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523856&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, 솔루션, 웹개발, 백엔드/서버개발, 퍼블리셔 외                    등록일 24/12/16","취업축하금","(주)더매트릭스","WEB Full stack 개발자","~ 12/29(일)","서울전체","서울전체","경력 2~7년","초대졸↑","정규직","","Python, 솔루션, 웹개발, 백엔드/서버개발, 퍼블리셔","2024-12-17T10:40:07.863Z","2024-12-17T10:40:07.863Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49592099&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 딥러닝, 머신러닝, 빅데이터 외                    등록일 24/11/24","IT개발·데이터 조회 급상승","(주)더원테크","빅데이터 와 인공지능 AI 프로그램 개발자 모십니다.","~ 12/24(화)","서울  금천구","서울  금천구","경력무관","대졸↑","정규직","3,000 만원","Python, Java, 딥러닝, 머신러닝, 빅데이터","2024-12-17T10:40:07.864Z","2024-12-17T10:40:07.864Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458875&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, Java, AWS, 솔루션 외                    수정일 24/12/02","인기있는","주식회사 이지서티","[이지서티] 신입 솔루션 엔지니어 채용","~ 12/31(화)","서울  강남구","서울  강남구","신입","대졸↑","정규직","","Python, C++, Java, AWS, 솔루션","2024-12-17T10:40:07.865Z","2024-12-17T10:40:07.865Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49511692&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Matlab, 연구원, R&D, 로봇설계 외                    등록일 24/12/16","인기있는","경북해양과학연구소","[경북대학교 해양무인기 운용지원센터] 연구원 채용","~ 02/03(월)","대구  북구","대구  북구","경력무관","대졸↑","계약직","","Python, Matlab, 연구원, R&D, 로봇설계","2024-12-17T10:40:07.866Z","2024-12-17T10:40:07.866Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49597208&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 딥러닝, 솔루션, 머신러닝 외                    수정일 24/11/18","인기있는","미래융합교육원","건양대학교병원_바이오 메디컬 AI(의료 인공지능) 개발자 교육생 모집","~ 12/20(금)","대전  서구","대전  서구","경력무관","대졸↑","교육생","","Python, Java, 딥러닝, 솔루션, 머신러닝","2024-12-17T10:40:07.867Z","2024-12-17T10:40:07.867Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49376633&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, AWS, Linux, 웹개발, 백엔드/서버개발 외                    수정일 24/12/16","인기있는","에브리에이아이코리아(주)","[EvryAI] 백엔드 개발자","~ 01/15(수)","경기  성남시 분당구","경기  성남시 분당구","경력무관","학력무관","계약직","","Python, AWS, Linux, 웹개발, 백엔드/서버개발","2024-12-17T10:40:07.868Z","2024-12-17T10:40:07.868Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49594604&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, 솔루션, 빅데이터, 데이터엔지니어, 자율주행 외                    수정일 24/12/11","인기있는","시티아이랩(주)","[양재/AI 스타트업] [시티아이랩(주)] 연구원 모집","상시채용","서울  서초구","서울  서초구","경력무관","초대졸↑","정규직·인턴직","","Python, 솔루션, 빅데이터, 데이터엔지니어, 자율주행","2024-12-17T10:40:07.870Z","2024-12-17T10:40:07.870Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49568701&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, 백엔드/서버개발, .NET, C# 외                    등록일 24/12/14","인기있는","(주)디어그린","소프트웨어 개발자 모집(부분 재택, 파트가능)","~ 01/13(월)","서울  서초구","서울  서초구","경력무관","초대졸↑","정규직·계약직","","Python, C++, 백엔드/서버개발, .NET, C#","2024-12-17T10:40:07.871Z","2024-12-17T10:40:07.871Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49588980&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 딥러닝, 머신러닝, 빅데이터 외                    수정일 24/12/11","인기있는","엠비씨(MBC)아카데미 컴퓨터교육센터","[서울/경기] 수강료 0원 무료 취업교육생 과정모집(인공지능AI,빅데이터,풀스택,웹디자인,게임,메타버스)","~ 01/10(금)","서울  종로구","서울  종로구","신입·경력","학력무관","교육생","","Python, Java, 딥러닝, 머신러닝, 빅데이터","2024-12-17T10:40:07.872Z","2024-12-17T10:40:07.872Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49563552&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, 딥러닝, AWS, 머신러닝, 데이터엔지니어 외                    등록일 24/12/13","IT개발·데이터 지원 급상승","(주)마스","데이터 사이언스 인턴 채용공고","~ 02/11(화)","서울  서초구","서울  서초구","신입","대졸↑","인턴직","2,500 만원","Python, 딥러닝, AWS, 머신러닝, 데이터엔지니어","2024-12-17T10:40:07.873Z","2024-12-17T10:40:07.873Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49584379&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 웹개발, 백엔드/서버개발, 퍼블리셔 외                    등록일 24/12/16","인기있는","그린컴퓨터아카데미","그린컴퓨터아카데미 자바/웹개발 강사 채용","~ 01/15(수)","울산  남구","울산  남구","경력무관","초대졸↑","정규직·기간제","","Python, Java, 웹개발, 백엔드/서버개발, 퍼블리셔","2024-12-17T10:40:07.874Z","2024-12-17T10:40:07.874Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49591996&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, Java, AWS, 솔루션 외                    등록일 24/12/16","인기있는","피디엠테크","스마트팩토리 SW 개발자 채용(신입/경력)","~ 01/15(수)","대구  달서구","대구  달서구","경력무관","학력무관","정규직","","Python, C++, Java, AWS, 솔루션","2024-12-17T10:40:07.875Z","2024-12-17T10:40:07.875Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49600189&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 백엔드/서버개발, 클라우드, API 외                    등록일 24/12/16","인기있는","함께하는 세무회계","[백엔드] 세무회계 시스템 개발자 모집","~ 01/15(수)","서울  서초구","서울  서초구","경력무관","학력무관","정규직·계약직","","Python, Java, 백엔드/서버개발, 클라우드, API","2024-12-17T10:40:07.876Z","2024-12-17T10:40:07.876Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49600515&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 솔루션, 빅데이터, 웹개발 외                    등록일 24/12/16","취업축하금","(주)미리비트","K8S 구축 운영 개발자 (신입)","~ 01/14(화)","서울  서초구","서울  서초구","신입·경력","학력무관","정규직","","Python, Java, 솔루션, 빅데이터, 웹개발","2024-12-17T10:40:07.877Z","2024-12-17T10:40:07.877Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49599325&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"C++, 게임개발, QA/테스터, 임베디드, 게임기획 외                    수정일 24/12/17","평균연봉 상위 10%","(주)네오플","[네오플] 게임기획/게임사업/웹 직군 인재 모집 (근무지 : 서울)","~ 01/14(화)","서울  강남구","서울  강남구","신입·경력","학력무관","정규직","","C++, 게임개발, QA/테스터, 임베디드, 게임기획","2024-12-17T10:40:07.878Z","2024-12-17T10:40:07.878Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409899&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"C++, Java, 웹개발, 유지보수, 정보보안 외                    수정일 24/12/11","인기있는","㈜모니터랩","[코스닥상장] 웹사이트 Front-end 개발(프론트엔드)","~ 01/09(목)","서울  구로구","서울  구로구","경력무관","학력무관","정규직","","C++, Java, 웹개발, 유지보수, 정보보안","2024-12-17T10:40:07.879Z","2024-12-17T10:40:07.879Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49565048&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"정보보안, 악성코드, JSP, 포렌식, CTI 외                    등록일 24/12/16","인기있는","(주)엔에스에이치씨","(주)NSHC 위협분석 연구소(ThreatRecon) 신입/경력 연구원","상시채용","서울  금천구","서울  금천구","경력무관","대졸↑","정규직","","정보보안, 악성코드, JSP, 포렌식, CTI","2024-12-17T10:40:07.880Z","2024-12-17T10:40:07.880Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49595740&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Linux, 백엔드/서버개발, 프론트엔드, SE(시스템엔지니어), 네트워크 외                    등록일 24/12/16","","(주)민트로봇","[민트로봇] 로봇 어플리케이션 엔지니어 신입/경력 채용","~ 12/31(화)","서울  마포구","서울  마포구","신입·경력","대졸↑","정규직","","Linux, 백엔드/서버개발, 프론트엔드, SE(시스템엔지니어), 네트워크","2024-12-17T10:40:07.881Z","2024-12-17T10:40:07.881Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49600243&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Java, 솔루션, 보안컨설팅, 정보보안, 모의해킹 외                    등록일 24/12/16","인기있는","(주)인더포레스트","[보안솔루션] Front 및 BackEnd 개발자 채용 정규직 (경력우대)","상시채용","서울  강남구","서울  강남구","경력1년↑","학력무관","정규직·보충역","","Java, 솔루션, 보안컨설팅, 정보보안, 모의해킹","2024-12-17T10:40:07.882Z","2024-12-17T10:40:07.882Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49597075&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"영업관리, 영업지원, 영업MD, 영업마케팅, 영업전략 외                    등록일 24/12/16","인기있는","(주)텐핑거스","[데이트코스 1위 앱 데이트팝] 부산 로컬매니저(영업,신입가능)","~ 12/29(일)","부산  동구","부산  동구","경력무관","학력무관","정규직","","영업관리, 영업지원, 영업MD, 영업마케팅, 영업전략","2024-12-17T10:40:07.883Z","2024-12-17T10:40:07.883Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49593058&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"마케팅기획, 마케팅전략, 광고마케팅, 글로벌마케팅, 디지털마케팅 외                    등록일 24/12/16","시리즈C 투자유치","매드업","[매드업] 2025 상반기 채용연계형 퍼포먼스 마케팅 AE 인턴 공채","~ 01/01(수)","서울  서초구","서울  서초구","신입","대졸↑","인턴직","240 만원","마케팅기획, 마케팅전략, 광고마케팅, 글로벌마케팅, 디지털마케팅","2024-12-17T10:40:07.884Z","2024-12-17T10:40:07.884Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49597603&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"연구원, 종합병원                    수정일 24/12/16","인기있는","서울대학교병원","서울대학교병원 소아암희귀질환지원사업단 데이터연구원 모집","~ 12/22(일)","서울  종로구","서울  종로구","경력무관","대졸↑","계약직","","연구원, 종합병원","2024-12-17T10:40:07.885Z","2024-12-17T10:40:07.885Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49592952&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"로봇엔지니어, 연구원, R&D, 기술연구, 로봇설계 외                    등록일 24/12/05","연구·R&D 스크랩 급상승","(주)원익아이피에스","[원익IPS] 반도체장비 설계 엔지니어 인재풀 공고","~ 01/04(토)","경기  평택시","경기  평택시","경력3년↑","대졸↑","정규직","","로봇엔지니어, 연구원, R&D, 기술연구, 로봇설계","2024-12-17T10:40:07.886Z","2024-12-17T10:40:07.886Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535019&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"IR/공시, 더존, 기업회계, 내부감사, 법인결산 외                    수정일 24/12/17","연구·R&D 조회 급상승","(주)핀테라퓨틱스","25년 각 부문 신입 및 경력 채용","~ 12/31(화)","경기  성남시","경기  성남시","경력","석사↑","정규직·계약직","","IR/공시, 더존, 기업회계, 내부감사, 법인결산","2024-12-17T10:40:07.887Z","2024-12-17T10:40:07.887Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49508940&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""